in:Setback_N,in:Setback_M,in:Setback_S,in:Height_N,in:Height_M,in:Height_S,out:blank,out:DirSunChange,out:AvgDirSun,out:SolRadChange,out:AvgSolRad,img_1,img_2,img_3,img_4,img_5,img_6
84,42,42,26,13,26,,+17.43,+4.57,+18.21,+0.50,northarrow.png,-41.8.26.-41.8.13.-83.6.26_1.png,-41.8.26.-41.8.13.-83.6.26_3.png,LegendDirSun.png,-41.8.26.-41.8.13.-83.6.26_2.png,LegendSolRad.png
84,42,0,26,13,26,,+17.44,+4.57,+18.26,+0.50,northarrow.png,0.26.-41.8.13.-83.6.26_1.png,0.26.-41.8.13.-83.6.26_3.png,LegendDirSun.png,0.26.-41.8.13.-83.6.26_2.png,LegendSolRad.png
84,42,84,26,13,39,,+14.81,+4.47,+13.12,+0.47,northarrow.png,-83.6.39.-41.8.13.-83.6.26_1.png,-83.6.39.-41.8.13.-83.6.26_3.png,LegendDirSun.png,-83.6.39.-41.8.13.-83.6.26_2.png,LegendSolRad.png
84,42,42,26,13,39,,+17.30,+4.57,+17.83,+0.49,northarrow.png,-41.8.39.-41.8.13.-83.6.26_1.png,-41.8.39.-41.8.13.-83.6.26_3.png,LegendDirSun.png,-41.8.39.-41.8.13.-83.6.26_2.png,LegendSolRad.png
84,42,0,26,13,39,,+17.44,+4.57,+18.26,+0.50,northarrow.png,0.39.-41.8.13.-83.6.26_1.png,0.39.-41.8.13.-83.6.26_3.png,LegendDirSun.png,0.39.-41.8.13.-83.6.26_2.png,LegendSolRad.png
84,42,84,26,13,52,,+10.13,+4.29,+5.24,+0.44,northarrow.png,-83.6.52.-41.8.13.-83.6.26_1.png,-83.6.52.-41.8.13.-83.6.26_3.png,LegendDirSun.png,-83.6.52.-41.8.13.-83.6.26_2.png,LegendSolRad.png
84,42,42,26,13,52,,+15.68,+4.50,+14.41,+0.48,northarrow.png,-41.8.52.-41.8.13.-83.6.26_1.png,-41.8.52.-41.8.13.-83.6.26_3.png,LegendDirSun.png,-41.8.52.-41.8.13.-83.6.26_2.png,LegendSolRad.png
84,42,0,26,13,52,,+17.44,+4.57,+18.26,+0.50,northarrow.png,0.52.-41.8.13.-83.6.26_1.png,0.52.-41.8.13.-83.6.26_3.png,LegendDirSun.png,0.52.-41.8.13.-83.6.26_2.png,LegendSolRad.png
84,0,84,26,13,13,,+17.44,+4.57,+18.24,+0.50,northarrow.png,-83.6.13.0.13.-83.6.26_1.png,-83.6.13.0.13.-83.6.26_3.png,LegendDirSun.png,-83.6.13.0.13.-83.6.26_2.png,LegendSolRad.png
84,0,42,26,13,13,,+17.44,+4.57,+18.26,+0.50,northarrow.png,-41.8.13.0.13.-83.6.26_1.png,-41.8.13.0.13.-83.6.26_3.png,LegendDirSun.png,-41.8.13.0.13.-83.6.26_2.png,LegendSolRad.png
84,0,0,26,13,13,,+17.44,+4.57,+18.26,+0.50,northarrow.png,0.13.0.13.-83.6.26_1.png,0.13.0.13.-83.6.26_3.png,LegendDirSun.png,0.13.0.13.-83.6.26_2.png,LegendSolRad.png
84,0,84,26,13,26,,+17.18,+4.56,+17.61,+0.49,northarrow.png,-83.6.26.0.13.-83.6.26_1.png,-83.6.26.0.13.-83.6.26_3.png,LegendDirSun.png,-83.6.26.0.13.-83.6.26_2.png,LegendSolRad.png
84,0,42,26,13,26,,+17.43,+4.57,+18.21,+0.50,northarrow.png,-41.8.26.0.13.-83.6.26_1.png,-41.8.26.0.13.-83.6.26_3.png,LegendDirSun.png,-41.8.26.0.13.-83.6.26_2.png,LegendSolRad.png
84,0,0,26,13,26,,+17.44,+4.57,+18.26,+0.50,northarrow.png,0.26.0.13.-83.6.26_1.png,0.26.0.13.-83.6.26_3.png,LegendDirSun.png,0.26.0.13.-83.6.26_2.png,LegendSolRad.png
84,0,84,26,13,39,,+14.81,+4.47,+13.12,+0.47,northarrow.png,-83.6.39.0.13.-83.6.26_1.png,-83.6.39.0.13.-83.6.26_3.png,LegendDirSun.png,-83.6.39.0.13.-83.6.26_2.png,LegendSolRad.png
84,0,42,26,13,39,,+17.30,+4.57,+17.83,+0.49,northarrow.png,-41.8.39.0.13.-83.6.26_1.png,-41.8.39.0.13.-83.6.26_3.png,LegendDirSun.png,-41.8.39.0.13.-83.6.26_2.png,LegendSolRad.png
84,0,0,26,13,39,,+17.44,+4.57,+18.26,+0.50,northarrow.png,0.39.0.13.-83.6.26_1.png,0.39.0.13.-83.6.26_3.png,LegendDirSun.png,0.39.0.13.-83.6.26_2.png,LegendSolRad.png
84,0,84,26,13,52,,+10.13,+4.29,+5.24,+0.44,northarrow.png,-83.6.52.0.13.-83.6.26_1.png,-83.6.52.0.13.-83.6.26_3.png,LegendDirSun.png,-83.6.52.0.13.-83.6.26_2.png,LegendSolRad.png
84,0,42,26,13,52,,+15.68,+4.50,+14.41,+0.48,northarrow.png,-41.8.52.0.13.-83.6.26_1.png,-41.8.52.0.13.-83.6.26_3.png,LegendDirSun.png,-41.8.52.0.13.-83.6.26_2.png,LegendSolRad.png
84,0,0,26,13,52,,+17.44,+4.57,+18.26,+0.50,northarrow.png,0.52.0.13.-83.6.26_1.png,0.52.0.13.-83.6.26_3.png,LegendDirSun.png,0.52.0.13.-83.6.26_2.png,LegendSolRad.png
84,84,84,26,26,13,,+17.06,+4.56,+17.47,+0.49,northarrow.png,-83.6.13.-83.6.26.-83.6.26_1.png,-83.6.13.-83.6.26.-83.6.26_3.png,LegendDirSun.png,-83.6.13.-83.6.26.-83.6.26_2.png,LegendSolRad.png
84,84,42,26,26,13,,+17.06,+4.56,+17.49,+0.49,northarrow.png,-41.8.13.-83.6.26.-83.6.26_1.png,-41.8.13.-83.6.26.-83.6.26_3.png,LegendDirSun.png,-41.8.13.-83.6.26.-83.6.26_2.png,LegendSolRad.png
84,84,0,26,26,13,,+17.06,+4.56,+17.50,+0.49,northarrow.png,0.13.-83.6.26.-83.6.26_1.png,0.13.-83.6.26.-83.6.26_3.png,LegendDirSun.png,0.13.-83.6.26.-83.6.26_2.png,LegendSolRad.png
84,84,84,26,26,26,,+16.81,+4.55,+16.92,+0.49,northarrow.png,-83.6.26.-83.6.26.-83.6.26_1.png,-83.6.26.-83.6.26.-83.6.26_3.png,LegendDirSun.png,-83.6.26.-83.6.26.-83.6.26_2.png,LegendSolRad.png
84,84,42,26,26,26,,+17.06,+4.56,+17.46,+0.49,northarrow.png,-41.8.26.-83.6.26.-83.6.26_1.png,-41.8.26.-83.6.26.-83.6.26_3.png,LegendDirSun.png,-41.8.26.-83.6.26.-83.6.26_2.png,LegendSolRad.png
84,84,0,26,26,26,,+17.06,+4.56,+17.50,+0.49,northarrow.png,0.26.-83.6.26.-83.6.26_1.png,0.26.-83.6.26.-83.6.26_3.png,LegendDirSun.png,0.26.-83.6.26.-83.6.26_2.png,LegendSolRad.png
84,84,84,26,26,39,,+14.46,+4.46,+12.55,+0.47,northarrow.png,-83.6.39.-83.6.26.-83.6.26_1.png,-83.6.39.-83.6.26.-83.6.26_3.png,LegendDirSun.png,-83.6.39.-83.6.26.-83.6.26_2.png,LegendSolRad.png
84,84,42,26,26,39,,+16.93,+4.55,+17.15,+0.49,northarrow.png,-41.8.39.-83.6.26.-83.6.26_1.png,-41.8.39.-83.6.26.-83.6.26_3.png,LegendDirSun.png,-41.8.39.-83.6.26.-83.6.26_2.png,LegendSolRad.png
84,84,0,26,26,39,,+17.06,+4.56,+17.50,+0.49,northarrow.png,0.39.-83.6.26.-83.6.26_1.png,0.39.-83.6.26.-83.6.26_3.png,LegendDirSun.png,0.39.-83.6.26.-83.6.26_2.png,LegendSolRad.png
84,84,84,26,26,52,,+9.80,+4.28,+4.77,+0.44,northarrow.png,-83.6.52.-83.6.26.-83.6.26_1.png,-83.6.52.-83.6.26.-83.6.26_3.png,LegendDirSun.png,-83.6.52.-83.6.26.-83.6.26_2.png,LegendSolRad.png
84,84,42,26,26,52,,+15.34,+4.49,+13.93,+0.48,northarrow.png,-41.8.52.-83.6.26.-83.6.26_1.png,-41.8.52.-83.6.26.-83.6.26_3.png,LegendDirSun.png,-41.8.52.-83.6.26.-83.6.26_2.png,LegendSolRad.png
84,84,0,26,26,52,,+17.06,+4.56,+17.50,+0.49,northarrow.png,0.52.-83.6.26.-83.6.26_1.png,0.52.-83.6.26.-83.6.26_3.png,LegendDirSun.png,0.52.-83.6.26.-83.6.26_2.png,LegendSolRad.png
84,42,84,26,26,13,,+17.44,+4.57,+18.24,+0.50,northarrow.png,-83.6.13.-41.8.26.-83.6.26_1.png,-83.6.13.-41.8.26.-83.6.26_3.png,LegendDirSun.png,-83.6.13.-41.8.26.-83.6.26_2.png,LegendSolRad.png
84,42,42,26,26,13,,+17.44,+4.57,+18.26,+0.50,northarrow.png,-41.8.13.-41.8.26.-83.6.26_1.png,-41.8.13.-41.8.26.-83.6.26_3.png,LegendDirSun.png,-41.8.13.-41.8.26.-83.6.26_2.png,LegendSolRad.png
84,42,0,26,26,13,,+17.44,+4.57,+18.26,+0.50,northarrow.png,0.13.-41.8.26.-83.6.26_1.png,0.13.-41.8.26.-83.6.26_3.png,LegendDirSun.png,0.13.-41.8.26.-83.6.26_2.png,LegendSolRad.png
84,42,84,26,26,26,,+17.18,+4.56,+17.61,+0.49,northarrow.png,-83.6.26.-41.8.26.-83.6.26_1.png,-83.6.26.-41.8.26.-83.6.26_3.png,LegendDirSun.png,-83.6.26.-41.8.26.-83.6.26_2.png,LegendSolRad.png
84,42,42,26,26,26,,+17.43,+4.57,+18.21,+0.50,northarrow.png,-41.8.26.-41.8.26.-83.6.26_1.png,-41.8.26.-41.8.26.-83.6.26_3.png,LegendDirSun.png,-41.8.26.-41.8.26.-83.6.26_2.png,LegendSolRad.png
84,42,0,26,26,26,,+17.44,+4.57,+18.26,+0.50,northarrow.png,0.26.-41.8.26.-83.6.26_1.png,0.26.-41.8.26.-83.6.26_3.png,LegendDirSun.png,0.26.-41.8.26.-83.6.26_2.png,LegendSolRad.png
84,42,84,26,26,39,,+14.81,+4.47,+13.12,+0.47,northarrow.png,-83.6.39.-41.8.26.-83.6.26_1.png,-83.6.39.-41.8.26.-83.6.26_3.png,LegendDirSun.png,-83.6.39.-41.8.26.-83.6.26_2.png,LegendSolRad.png
84,42,42,26,26,39,,+17.30,+4.57,+17.83,+0.49,northarrow.png,-41.8.39.-41.8.26.-83.6.26_1.png,-41.8.39.-41.8.26.-83.6.26_3.png,LegendDirSun.png,-41.8.39.-41.8.26.-83.6.26_2.png,LegendSolRad.png
84,42,0,26,26,39,,+17.44,+4.57,+18.26,+0.50,northarrow.png,0.39.-41.8.26.-83.6.26_1.png,0.39.-41.8.26.-83.6.26_3.png,LegendDirSun.png,0.39.-41.8.26.-83.6.26_2.png,LegendSolRad.png
84,42,84,26,26,52,,+10.13,+4.29,+5.24,+0.44,northarrow.png,-83.6.52.-41.8.26.-83.6.26_1.png,-83.6.52.-41.8.26.-83.6.26_3.png,LegendDirSun.png,-83.6.52.-41.8.26.-83.6.26_2.png,LegendSolRad.png
84,42,42,26,26,52,,+15.68,+4.50,+14.41,+0.48,northarrow.png,-41.8.52.-41.8.26.-83.6.26_1.png,-41.8.52.-41.8.26.-83.6.26_3.png,LegendDirSun.png,-41.8.52.-41.8.26.-83.6.26_2.png,LegendSolRad.png
84,42,0,26,26,52,,+17.44,+4.57,+18.26,+0.50,northarrow.png,0.52.-41.8.26.-83.6.26_1.png,0.52.-41.8.26.-83.6.26_3.png,LegendDirSun.png,0.52.-41.8.26.-83.6.26_2.png,LegendSolRad.png
84,0,84,26,26,13,,+17.44,+4.57,+18.24,+0.50,northarrow.png,-83.6.13.0.26.-83.6.26_1.png,-83.6.13.0.26.-83.6.26_3.png,LegendDirSun.png,-83.6.13.0.26.-83.6.26_2.png,LegendSolRad.png
84,0,42,26,26,13,,+17.44,+4.57,+18.26,+0.50,northarrow.png,-41.8.13.0.26.-83.6.26_1.png,-41.8.13.0.26.-83.6.26_3.png,LegendDirSun.png,-41.8.13.0.26.-83.6.26_2.png,LegendSolRad.png
84,0,0,26,26,13,,+17.44,+4.57,+18.26,+0.50,northarrow.png,0.13.0.26.-83.6.26_1.png,0.13.0.26.-83.6.26_3.png,LegendDirSun.png,0.13.0.26.-83.6.26_2.png,LegendSolRad.png
84,0,84,26,26,26,,+17.18,+4.56,+17.61,+0.49,northarrow.png,-83.6.26.0.26.-83.6.26_1.png,-83.6.26.0.26.-83.6.26_3.png,LegendDirSun.png,-83.6.26.0.26.-83.6.26_2.png,LegendSolRad.png
84,0,42,26,26,26,,+17.43,+4.57,+18.21,+0.50,northarrow.png,-41.8.26.0.26.-83.6.26_1.png,-41.8.26.0.26.-83.6.26_3.png,LegendDirSun.png,-41.8.26.0.26.-83.6.26_2.png,LegendSolRad.png
84,0,0,26,26,26,,+17.44,+4.57,+18.26,+0.50,northarrow.png,0.26.0.26.-83.6.26_1.png,0.26.0.26.-83.6.26_3.png,LegendDirSun.png,0.26.0.26.-83.6.26_2.png,LegendSolRad.png
84,0,84,26,26,39,,+14.81,+4.47,+13.12,+0.47,northarrow.png,-83.6.39.0.26.-83.6.26_1.png,-83.6.39.0.26.-83.6.26_3.png,LegendDirSun.png,-83.6.39.0.26.-83.6.26_2.png,LegendSolRad.png
84,0,42,26,26,39,,+17.30,+4.57,+17.83,+0.49,northarrow.png,-41.8.39.0.26.-83.6.26_1.png,-41.8.39.0.26.-83.6.26_3.png,LegendDirSun.png,-41.8.39.0.26.-83.6.26_2.png,LegendSolRad.png
84,0,0,26,26,39,,+17.44,+4.57,+18.26,+0.50,northarrow.png,0.39.0.26.-83.6.26_1.png,0.39.0.26.-83.6.26_3.png,LegendDirSun.png,0.39.0.26.-83.6.26_2.png,LegendSolRad.png
84,0,84,26,26,52,,+10.13,+4.29,+5.24,+0.44,northarrow.png,-83.6.52.0.26.-83.6.26_1.png,-83.6.52.0.26.-83.6.26_3.png,LegendDirSun.png,-83.6.52.0.26.-83.6.26_2.png,LegendSolRad.png
84,0,42,26,26,52,,+15.68,+4.50,+14.41,+0.48,northarrow.png,-41.8.52.0.26.-83.6.26_1.png,-41.8.52.0.26.-83.6.26_3.png,LegendDirSun.png,-41.8.52.0.26.-83.6.26_2.png,LegendSolRad.png
84,0,0,26,26,52,,+17.44,+4.57,+18.26,+0.50,northarrow.png,0.52.0.26.-83.6.26_1.png,0.52.0.26.-83.6.26_3.png,LegendDirSun.png,0.52.0.26.-83.6.26_2.png,LegendSolRad.png
84,84,84,26,39,13,,+13.37,+4.41,+12.38,+0.47,northarrow.png,-83.6.13.-83.6.39.-83.6.26_1.png,-83.6.13.-83.6.39.-83.6.26_3.png,LegendDirSun.png,-83.6.13.-83.6.39.-83.6.26_2.png,LegendSolRad.png
84,84,42,26,39,13,,+13.37,+4.41,+12.40,+0.47,northarrow.png,-41.8.13.-83.6.39.-83.6.26_1.png,-41.8.13.-83.6.39.-83.6.26_3.png,LegendDirSun.png,-41.8.13.-83.6.39.-83.6.26_2.png,LegendSolRad.png
84,84,0,26,39,13,,+13.37,+4.41,+12.41,+0.47,northarrow.png,0.13.-83.6.39.-83.6.26_1.png,0.13.-83.6.39.-83.6.26_3.png,LegendDirSun.png,0.13.-83.6.39.-83.6.26_2.png,LegendSolRad.png
84,84,84,26,39,26,,+13.13,+4.41,+11.86,+0.47,northarrow.png,-83.6.26.-83.6.39.-83.6.26_1.png,-83.6.26.-83.6.39.-83.6.26_3.png,LegendDirSun.png,-83.6.26.-83.6.39.-83.6.26_2.png,LegendSolRad.png
84,84,42,26,39,26,,+13.36,+4.41,+12.37,+0.47,northarrow.png,-41.8.26.-83.6.39.-83.6.26_1.png,-41.8.26.-83.6.39.-83.6.26_3.png,LegendDirSun.png,-41.8.26.-83.6.39.-83.6.26_2.png,LegendSolRad.png
84,84,0,26,39,26,,+13.37,+4.41,+12.41,+0.47,northarrow.png,0.26.-83.6.39.-83.6.26_1.png,0.26.-83.6.39.-83.6.26_3.png,LegendDirSun.png,0.26.-83.6.39.-83.6.26_2.png,LegendSolRad.png
84,84,84,26,39,39,,+11.00,+4.32,+7.96,+0.45,northarrow.png,-83.6.39.-83.6.39.-83.6.26_1.png,-83.6.39.-83.6.39.-83.6.26_3.png,LegendDirSun.png,-83.6.39.-83.6.39.-83.6.26_2.png,LegendSolRad.png
84,84,42,26,39,39,,+13.24,+4.41,+12.11,+0.47,northarrow.png,-41.8.39.-83.6.39.-83.6.26_1.png,-41.8.39.-83.6.39.-83.6.26_3.png,LegendDirSun.png,-41.8.39.-83.6.39.-83.6.26_2.png,LegendSolRad.png
84,84,0,26,39,39,,+13.37,+4.41,+12.41,+0.47,northarrow.png,0.39.-83.6.39.-83.6.26_1.png,0.39.-83.6.39.-83.6.26_3.png,LegendDirSun.png,0.39.-83.6.39.-83.6.26_2.png,LegendSolRad.png
84,84,84,26,39,52,,+6.54,+4.15,+0.72,+0.42,northarrow.png,-83.6.52.-83.6.39.-83.6.26_1.png,-83.6.52.-83.6.39.-83.6.26_3.png,LegendDirSun.png,-83.6.52.-83.6.39.-83.6.26_2.png,LegendSolRad.png
84,84,42,26,39,52,,+11.83,+4.35,+9.46,+0.46,northarrow.png,-41.8.52.-83.6.39.-83.6.26_1.png,-41.8.52.-83.6.39.-83.6.26_3.png,LegendDirSun.png,-41.8.52.-83.6.39.-83.6.26_2.png,LegendSolRad.png
84,84,0,26,39,52,,+13.37,+4.41,+12.41,+0.47,northarrow.png,0.52.-83.6.39.-83.6.26_1.png,0.52.-83.6.39.-83.6.26_3.png,LegendDirSun.png,0.52.-83.6.39.-83.6.26_2.png,LegendSolRad.png
84,42,84,26,39,13,,+17.37,+4.57,+18.01,+0.49,northarrow.png,-83.6.13.-41.8.39.-83.6.26_1.png,-83.6.13.-41.8.39.-83.6.26_3.png,LegendDirSun.png,-83.6.13.-41.8.39.-83.6.26_2.png,LegendSolRad.png
84,42,42,26,39,13,,+17.37,+4.57,+18.03,+0.49,northarrow.png,-41.8.13.-41.8.39.-83.6.26_1.png,-41.8.13.-41.8.39.-83.6.26_3.png,LegendDirSun.png,-41.8.13.-41.8.39.-83.6.26_2.png,LegendSolRad.png
84,42,0,26,39,13,,+17.37,+4.57,+18.04,+0.49,northarrow.png,0.13.-41.8.39.-83.6.26_1.png,0.13.-41.8.39.-83.6.26_3.png,LegendDirSun.png,0.13.-41.8.39.-83.6.26_2.png,LegendSolRad.png
84,42,84,26,39,26,,+17.12,+4.56,+17.42,+0.49,northarrow.png,-83.6.26.-41.8.39.-83.6.26_1.png,-83.6.26.-41.8.39.-83.6.26_3.png,LegendDirSun.png,-83.6.26.-41.8.39.-83.6.26_2.png,LegendSolRad.png
84,42,42,26,39,26,,+17.37,+4.57,+17.99,+0.49,northarrow.png,-41.8.26.-41.8.39.-83.6.26_1.png,-41.8.26.-41.8.39.-83.6.26_3.png,LegendDirSun.png,-41.8.26.-41.8.39.-83.6.26_2.png,LegendSolRad.png
84,42,0,26,39,26,,+17.37,+4.57,+18.04,+0.49,northarrow.png,0.26.-41.8.39.-83.6.26_1.png,0.26.-41.8.39.-83.6.26_3.png,LegendDirSun.png,0.26.-41.8.39.-83.6.26_2.png,LegendSolRad.png
84,42,84,26,39,39,,+14.75,+4.47,+12.92,+0.47,northarrow.png,-83.6.39.-41.8.39.-83.6.26_1.png,-83.6.39.-41.8.39.-83.6.26_3.png,LegendDirSun.png,-83.6.39.-41.8.39.-83.6.26_2.png,LegendSolRad.png
84,42,42,26,39,39,,+17.24,+4.57,+17.60,+0.49,northarrow.png,-41.8.39.-41.8.39.-83.6.26_1.png,-41.8.39.-41.8.39.-83.6.26_3.png,LegendDirSun.png,-41.8.39.-41.8.39.-83.6.26_2.png,LegendSolRad.png
84,42,0,26,39,39,,+17.37,+4.57,+18.04,+0.49,northarrow.png,0.39.-41.8.39.-83.6.26_1.png,0.39.-41.8.39.-83.6.26_3.png,LegendDirSun.png,0.39.-41.8.39.-83.6.26_2.png,LegendSolRad.png
84,42,84,26,39,52,,+10.07,+4.29,+5.07,+0.44,northarrow.png,-83.6.52.-41.8.39.-83.6.26_1.png,-83.6.52.-41.8.39.-83.6.26_3.png,LegendDirSun.png,-83.6.52.-41.8.39.-83.6.26_2.png,LegendSolRad.png
84,42,42,26,39,52,,+15.62,+4.50,+14.21,+0.48,northarrow.png,-41.8.52.-41.8.39.-83.6.26_1.png,-41.8.52.-41.8.39.-83.6.26_3.png,LegendDirSun.png,-41.8.52.-41.8.39.-83.6.26_2.png,LegendSolRad.png
84,42,0,26,39,52,,+17.37,+4.57,+18.04,+0.49,northarrow.png,0.52.-41.8.39.-83.6.26_1.png,0.52.-41.8.39.-83.6.26_3.png,LegendDirSun.png,0.52.-41.8.39.-83.6.26_2.png,LegendSolRad.png
84,0,84,26,39,13,,+17.44,+4.57,+18.24,+0.50,northarrow.png,-83.6.13.0.39.-83.6.26_1.png,-83.6.13.0.39.-83.6.26_3.png,LegendDirSun.png,-83.6.13.0.39.-83.6.26_2.png,LegendSolRad.png
84,0,42,26,39,13,,+17.44,+4.57,+18.26,+0.50,northarrow.png,-41.8.13.0.39.-83.6.26_1.png,-41.8.13.0.39.-83.6.26_3.png,LegendDirSun.png,-41.8.13.0.39.-83.6.26_2.png,LegendSolRad.png
84,0,0,26,39,13,,+17.44,+4.57,+18.26,+0.50,northarrow.png,0.13.0.39.-83.6.26_1.png,0.13.0.39.-83.6.26_3.png,LegendDirSun.png,0.13.0.39.-83.6.26_2.png,LegendSolRad.png
84,0,84,26,39,26,,+17.18,+4.56,+17.61,+0.49,northarrow.png,-83.6.26.0.39.-83.6.26_1.png,-83.6.26.0.39.-83.6.26_3.png,LegendDirSun.png,-83.6.26.0.39.-83.6.26_2.png,LegendSolRad.png
84,0,42,26,39,26,,+17.43,+4.57,+18.21,+0.50,northarrow.png,-41.8.26.0.39.-83.6.26_1.png,-41.8.26.0.39.-83.6.26_3.png,LegendDirSun.png,-41.8.26.0.39.-83.6.26_2.png,LegendSolRad.png
84,0,0,26,39,26,,+17.44,+4.57,+18.26,+0.50,northarrow.png,0.26.0.39.-83.6.26_1.png,0.26.0.39.-83.6.26_3.png,LegendDirSun.png,0.26.0.39.-83.6.26_2.png,LegendSolRad.png
84,0,84,26,39,39,,+14.81,+4.47,+13.12,+0.47,northarrow.png,-83.6.39.0.39.-83.6.26_1.png,-83.6.39.0.39.-83.6.26_3.png,LegendDirSun.png,-83.6.39.0.39.-83.6.26_2.png,LegendSolRad.png
84,0,42,26,39,39,,+17.30,+4.57,+17.83,+0.49,northarrow.png,-41.8.39.0.39.-83.6.26_1.png,-41.8.39.0.39.-83.6.26_3.png,LegendDirSun.png,-41.8.39.0.39.-83.6.26_2.png,LegendSolRad.png
84,0,0,26,39,39,,+17.44,+4.57,+18.26,+0.50,northarrow.png,0.39.0.39.-83.6.26_1.png,0.39.0.39.-83.6.26_3.png,LegendDirSun.png,0.39.0.39.-83.6.26_2.png,LegendSolRad.png
84,0,84,26,39,52,,+10.13,+4.29,+5.24,+0.44,northarrow.png,-83.6.52.0.39.-83.6.26_1.png,-83.6.52.0.39.-83.6.26_3.png,LegendDirSun.png,-83.6.52.0.39.-83.6.26_2.png,LegendSolRad.png
84,0,42,26,39,52,,+15.68,+4.50,+14.41,+0.48,northarrow.png,-41.8.52.0.39.-83.6.26_1.png,-41.8.52.0.39.-83.6.26_3.png,LegendDirSun.png,-41.8.52.0.39.-83.6.26_2.png,LegendSolRad.png
84,0,0,26,39,52,,+17.44,+4.57,+18.26,+0.50,northarrow.png,0.52.0.39.-83.6.26_1.png,0.52.0.39.-83.6.26_3.png,LegendDirSun.png,0.52.0.39.-83.6.26_2.png,LegendSolRad.png
84,84,84,26,52,13,,+6.58,+4.15,+3.42,+0.43,northarrow.png,-83.6.13.-83.6.52.-83.6.26_1.png,-83.6.13.-83.6.52.-83.6.26_3.png,LegendDirSun.png,-83.6.13.-83.6.52.-83.6.26_2.png,LegendSolRad.png
84,84,42,26,52,13,,+6.58,+4.15,+3.43,+0.43,northarrow.png,-41.8.13.-83.6.52.-83.6.26_1.png,-41.8.13.-83.6.52.-83.6.26_3.png,LegendDirSun.png,-41.8.13.-83.6.52.-83.6.26_2.png,LegendSolRad.png
84,84,0,26,52,13,,+6.58,+4.15,+3.44,+0.43,northarrow.png,0.13.-83.6.52.-83.6.26_1.png,0.13.-83.6.52.-83.6.26_3.png,LegendDirSun.png,0.13.-83.6.52.-83.6.26_2.png,LegendSolRad.png
84,84,84,26,52,26,,+6.35,+4.14,+2.91,+0.43,northarrow.png,-83.6.26.-83.6.52.-83.6.26_1.png,-83.6.26.-83.6.52.-83.6.26_3.png,LegendDirSun.png,-83.6.26.-83.6.52.-83.6.26_2.png,LegendSolRad.png
84,84,42,26,52,26,,+6.58,+4.15,+3.41,+0.43,northarrow.png,-41.8.26.-83.6.52.-83.6.26_1.png,-41.8.26.-83.6.52.-83.6.26_3.png,LegendDirSun.png,-41.8.26.-83.6.52.-83.6.26_2.png,LegendSolRad.png
84,84,0,26,52,26,,+6.58,+4.15,+3.44,+0.43,northarrow.png,0.26.-83.6.52.-83.6.26_1.png,0.26.-83.6.52.-83.6.26_3.png,LegendDirSun.png,0.26.-83.6.52.-83.6.26_2.png,LegendSolRad.png
84,84,84,26,52,39,,+4.44,+4.07,-0.73,+0.42,northarrow.png,-83.6.39.-83.6.52.-83.6.26_1.png,-83.6.39.-83.6.52.-83.6.26_3.png,LegendDirSun.png,-83.6.39.-83.6.52.-83.6.26_2.png,LegendSolRad.png
84,84,42,26,52,39,,+6.46,+4.15,+3.15,+0.43,northarrow.png,-41.8.39.-83.6.52.-83.6.26_1.png,-41.8.39.-83.6.52.-83.6.26_3.png,LegendDirSun.png,-41.8.39.-83.6.52.-83.6.26_2.png,LegendSolRad.png
84,84,0,26,52,39,,+6.58,+4.15,+3.44,+0.43,northarrow.png,0.39.-83.6.52.-83.6.26_1.png,0.39.-83.6.52.-83.6.26_3.png,LegendDirSun.png,0.39.-83.6.52.-83.6.26_2.png,LegendSolRad.png
84,84,84,26,52,52,,+0.54,+3.92,-7.03,+0.39,northarrow.png,-83.6.52.-83.6.52.-83.6.26_1.png,-83.6.52.-83.6.52.-83.6.26_3.png,LegendDirSun.png,-83.6.52.-83.6.52.-83.6.26_2.png,LegendSolRad.png
84,84,42,26,52,52,,+5.14,+4.09,+0.81,+0.42,northarrow.png,-41.8.52.-83.6.52.-83.6.26_1.png,-41.8.52.-83.6.52.-83.6.26_3.png,LegendDirSun.png,-41.8.52.-83.6.52.-83.6.26_2.png,LegendSolRad.png
84,84,0,26,52,52,,+6.58,+4.15,+3.44,+0.43,northarrow.png,0.52.-83.6.52.-83.6.26_1.png,0.52.-83.6.52.-83.6.26_3.png,LegendDirSun.png,0.52.-83.6.52.-83.6.26_2.png,LegendSolRad.png
84,42,84,26,52,13,,+14.88,+4.47,+14.14,+0.48,northarrow.png,-83.6.13.-41.8.52.-83.6.26_1.png,-83.6.13.-41.8.52.-83.6.26_3.png,LegendDirSun.png,-83.6.13.-41.8.52.-83.6.26_2.png,LegendSolRad.png
84,42,42,26,52,13,,+14.88,+4.47,+14.16,+0.48,northarrow.png,-41.8.13.-41.8.52.-83.6.26_1.png,-41.8.13.-41.8.52.-83.6.26_3.png,LegendDirSun.png,-41.8.13.-41.8.52.-83.6.26_2.png,LegendSolRad.png
84,42,0,26,52,13,,+14.88,+4.47,+14.16,+0.48,northarrow.png,0.13.-41.8.52.-83.6.26_1.png,0.13.-41.8.52.-83.6.26_3.png,LegendDirSun.png,0.13.-41.8.52.-83.6.26_2.png,LegendSolRad.png
