in:Setback_N,in:Setback_M,in:Setback_S,in:Height_N,in:Height_M,in:Height_S,out:blank,out:DirSunChange,out:AvgDirSun,out:SolRadChange,out:AvgSolRad,img_1,img_2,img_3,img_4,img_5,img_6
0,0,42,26,39,26,,+18.62,+4.62,+19.51,+0.50,northarrow.png,-41.8.26.0.39.0.26_1.png,-41.8.26.0.39.0.26_3.png,LegendDirSun.png,-41.8.26.0.39.0.26_2.png,LegendSolRad.png
0,0,0,26,39,26,,+18.62,+4.62,+19.55,+0.50,northarrow.png,0.26.0.39.0.26_1.png,0.26.0.39.0.26_3.png,LegendDirSun.png,0.26.0.39.0.26_2.png,LegendSolRad.png
0,0,84,26,39,39,,+16.00,+4.52,+14.40,+0.48,northarrow.png,-83.6.39.0.39.0.26_1.png,-83.6.39.0.39.0.26_3.png,LegendDirSun.png,-83.6.39.0.39.0.26_2.png,LegendSolRad.png
0,0,42,26,39,39,,+18.49,+4.61,+19.12,+0.50,northarrow.png,-41.8.39.0.39.0.26_1.png,-41.8.39.0.39.0.26_3.png,LegendDirSun.png,-41.8.39.0.39.0.26_2.png,LegendSolRad.png
0,0,0,26,39,39,,+18.62,+4.62,+19.55,+0.50,northarrow.png,0.39.0.39.0.26_1.png,0.39.0.39.0.26_3.png,LegendDirSun.png,0.39.0.39.0.26_2.png,LegendSolRad.png
0,0,84,26,39,52,,+11.32,+4.33,+6.52,+0.45,northarrow.png,-83.6.52.0.39.0.26_1.png,-83.6.52.0.39.0.26_3.png,LegendDirSun.png,-83.6.52.0.39.0.26_2.png,LegendSolRad.png
0,0,42,26,39,52,,+16.87,+4.55,+15.70,+0.48,northarrow.png,-41.8.52.0.39.0.26_1.png,-41.8.52.0.39.0.26_3.png,LegendDirSun.png,-41.8.52.0.39.0.26_2.png,LegendSolRad.png
0,0,0,26,39,52,,+18.62,+4.62,+19.55,+0.50,northarrow.png,0.52.0.39.0.26_1.png,0.52.0.39.0.26_3.png,LegendDirSun.png,0.52.0.39.0.26_2.png,LegendSolRad.png
0,84,84,26,52,13,,+7.62,+4.19,+4.50,+0.44,northarrow.png,-83.6.13.-83.6.52.0.26_1.png,-83.6.13.-83.6.52.0.26_3.png,LegendDirSun.png,-83.6.13.-83.6.52.0.26_2.png,LegendSolRad.png
0,84,42,26,52,13,,+7.62,+4.19,+4.51,+0.44,northarrow.png,-41.8.13.-83.6.52.0.26_1.png,-41.8.13.-83.6.52.0.26_3.png,LegendDirSun.png,-41.8.13.-83.6.52.0.26_2.png,LegendSolRad.png
0,84,0,26,52,13,,+7.62,+4.19,+4.52,+0.44,northarrow.png,0.13.-83.6.52.0.26_1.png,0.13.-83.6.52.0.26_3.png,LegendDirSun.png,0.13.-83.6.52.0.26_2.png,LegendSolRad.png
0,84,84,26,52,26,,+7.39,+4.18,+3.99,+0.44,northarrow.png,-83.6.26.-83.6.52.0.26_1.png,-83.6.26.-83.6.52.0.26_3.png,LegendDirSun.png,-83.6.26.-83.6.52.0.26_2.png,LegendSolRad.png
0,84,42,26,52,26,,+7.61,+4.19,+4.48,+0.44,northarrow.png,-41.8.26.-83.6.52.0.26_1.png,-41.8.26.-83.6.52.0.26_3.png,LegendDirSun.png,-41.8.26.-83.6.52.0.26_2.png,LegendSolRad.png
0,84,0,26,52,26,,+7.62,+4.19,+4.52,+0.44,northarrow.png,0.26.-83.6.52.0.26_1.png,0.26.-83.6.52.0.26_3.png,LegendDirSun.png,0.26.-83.6.52.0.26_2.png,LegendSolRad.png
0,84,84,26,52,39,,+5.48,+4.11,+0.35,+0.42,northarrow.png,-83.6.39.-83.6.52.0.26_1.png,-83.6.39.-83.6.52.0.26_3.png,LegendDirSun.png,-83.6.39.-83.6.52.0.26_2.png,LegendSolRad.png
0,84,42,26,52,39,,+7.49,+4.19,+4.22,+0.44,northarrow.png,-41.8.39.-83.6.52.0.26_1.png,-41.8.39.-83.6.52.0.26_3.png,LegendDirSun.png,-41.8.39.-83.6.52.0.26_2.png,LegendSolRad.png
0,84,0,26,52,39,,+7.62,+4.19,+4.52,+0.44,northarrow.png,0.39.-83.6.52.0.26_1.png,0.39.-83.6.52.0.26_3.png,LegendDirSun.png,0.39.-83.6.52.0.26_2.png,LegendSolRad.png
0,84,84,26,52,52,,+1.58,+3.96,-5.95,+0.39,northarrow.png,-83.6.52.-83.6.52.0.26_1.png,-83.6.52.-83.6.52.0.26_3.png,LegendDirSun.png,-83.6.52.-83.6.52.0.26_2.png,LegendSolRad.png
0,84,42,26,52,52,,+6.17,+4.13,+1.88,+0.43,northarrow.png,-41.8.52.-83.6.52.0.26_1.png,-41.8.52.-83.6.52.0.26_3.png,LegendDirSun.png,-41.8.52.-83.6.52.0.26_2.png,LegendSolRad.png
0,84,0,26,52,52,,+7.62,+4.19,+4.52,+0.44,northarrow.png,0.52.-83.6.52.0.26_1.png,0.52.-83.6.52.0.26_3.png,LegendDirSun.png,0.52.-83.6.52.0.26_2.png,LegendSolRad.png
0,42,84,26,52,13,,+16.03,+4.52,+15.24,+0.48,northarrow.png,-83.6.13.-41.8.52.0.26_1.png,-83.6.13.-41.8.52.0.26_3.png,LegendDirSun.png,-83.6.13.-41.8.52.0.26_2.png,LegendSolRad.png
0,42,42,26,52,13,,+16.03,+4.52,+15.25,+0.48,northarrow.png,-41.8.13.-41.8.52.0.26_1.png,-41.8.13.-41.8.52.0.26_3.png,LegendDirSun.png,-41.8.13.-41.8.52.0.26_2.png,LegendSolRad.png
0,42,0,26,52,13,,+16.03,+4.52,+15.26,+0.48,northarrow.png,0.13.-41.8.52.0.26_1.png,0.13.-41.8.52.0.26_3.png,LegendDirSun.png,0.13.-41.8.52.0.26_2.png,LegendSolRad.png
0,42,84,26,52,26,,+15.79,+4.51,+14.69,+0.48,northarrow.png,-83.6.26.-41.8.52.0.26_1.png,-83.6.26.-41.8.52.0.26_3.png,LegendDirSun.png,-83.6.26.-41.8.52.0.26_2.png,LegendSolRad.png
0,42,42,26,52,26,,+16.02,+4.52,+15.21,+0.48,northarrow.png,-41.8.26.-41.8.52.0.26_1.png,-41.8.26.-41.8.52.0.26_3.png,LegendDirSun.png,-41.8.26.-41.8.52.0.26_2.png,LegendSolRad.png
0,42,0,26,52,26,,+16.03,+4.52,+15.26,+0.48,northarrow.png,0.26.-41.8.52.0.26_1.png,0.26.-41.8.52.0.26_3.png,LegendDirSun.png,0.26.-41.8.52.0.26_2.png,LegendSolRad.png
0,42,84,26,52,39,,+13.68,+4.43,+10.47,+0.46,northarrow.png,-83.6.39.-41.8.52.0.26_1.png,-83.6.39.-41.8.52.0.26_3.png,LegendDirSun.png,-83.6.39.-41.8.52.0.26_2.png,LegendSolRad.png
0,42,42,26,52,39,,+15.90,+4.51,+14.84,+0.48,northarrow.png,-41.8.39.-41.8.52.0.26_1.png,-41.8.39.-41.8.52.0.26_3.png,LegendDirSun.png,-41.8.39.-41.8.52.0.26_2.png,LegendSolRad.png
0,42,0,26,52,39,,+16.03,+4.52,+15.26,+0.48,northarrow.png,0.39.-41.8.52.0.26_1.png,0.39.-41.8.52.0.26_3.png,LegendDirSun.png,0.39.-41.8.52.0.26_2.png,LegendSolRad.png
0,42,84,26,52,52,,+9.15,+4.25,+3.00,+0.43,northarrow.png,-83.6.52.-41.8.52.0.26_1.png,-83.6.52.-41.8.52.0.26_3.png,LegendDirSun.png,-83.6.52.-41.8.52.0.26_2.png,LegendSolRad.png
0,42,42,26,52,52,,+14.41,+4.46,+11.81,+0.47,northarrow.png,-41.8.52.-41.8.52.0.26_1.png,-41.8.52.-41.8.52.0.26_3.png,LegendDirSun.png,-41.8.52.-41.8.52.0.26_2.png,LegendSolRad.png
0,42,0,26,52,52,,+16.03,+4.52,+15.26,+0.48,northarrow.png,0.52.-41.8.52.0.26_1.png,0.52.-41.8.52.0.26_3.png,LegendDirSun.png,0.52.-41.8.52.0.26_2.png,LegendSolRad.png
0,0,84,26,52,13,,+18.62,+4.62,+19.52,+0.50,northarrow.png,-83.6.13.0.52.0.26_1.png,-83.6.13.0.52.0.26_3.png,LegendDirSun.png,-83.6.13.0.52.0.26_2.png,LegendSolRad.png
0,0,42,26,52,13,,+18.62,+4.62,+19.55,+0.50,northarrow.png,-41.8.13.0.52.0.26_1.png,-41.8.13.0.52.0.26_3.png,LegendDirSun.png,-41.8.13.0.52.0.26_2.png,LegendSolRad.png
0,0,0,26,52,13,,+18.62,+4.62,+19.55,+0.50,northarrow.png,0.13.0.52.0.26_1.png,0.13.0.52.0.26_3.png,LegendDirSun.png,0.13.0.52.0.26_2.png,LegendSolRad.png
0,0,84,26,52,26,,+18.36,+4.61,+18.91,+0.50,northarrow.png,-83.6.26.0.52.0.26_1.png,-83.6.26.0.52.0.26_3.png,LegendDirSun.png,-83.6.26.0.52.0.26_2.png,LegendSolRad.png
0,0,42,26,52,26,,+18.62,+4.62,+19.51,+0.50,northarrow.png,-41.8.26.0.52.0.26_1.png,-41.8.26.0.52.0.26_3.png,LegendDirSun.png,-41.8.26.0.52.0.26_2.png,LegendSolRad.png
0,0,0,26,52,26,,+18.62,+4.62,+19.55,+0.50,northarrow.png,0.26.0.52.0.26_1.png,0.26.0.52.0.26_3.png,LegendDirSun.png,0.26.0.52.0.26_2.png,LegendSolRad.png
0,0,84,26,52,39,,+16.00,+4.52,+14.40,+0.48,northarrow.png,-83.6.39.0.52.0.26_1.png,-83.6.39.0.52.0.26_3.png,LegendDirSun.png,-83.6.39.0.52.0.26_2.png,LegendSolRad.png
0,0,42,26,52,39,,+18.49,+4.61,+19.12,+0.50,northarrow.png,-41.8.39.0.52.0.26_1.png,-41.8.39.0.52.0.26_3.png,LegendDirSun.png,-41.8.39.0.52.0.26_2.png,LegendSolRad.png
0,0,0,26,52,39,,+18.62,+4.62,+19.55,+0.50,northarrow.png,0.39.0.52.0.26_1.png,0.39.0.52.0.26_3.png,LegendDirSun.png,0.39.0.52.0.26_2.png,LegendSolRad.png
0,0,84,26,52,52,,+11.32,+4.33,+6.52,+0.45,northarrow.png,-83.6.52.0.52.0.26_1.png,-83.6.52.0.52.0.26_3.png,LegendDirSun.png,-83.6.52.0.52.0.26_2.png,LegendSolRad.png
0,0,42,26,52,52,,+16.87,+4.55,+15.70,+0.48,northarrow.png,-41.8.52.0.52.0.26_1.png,-41.8.52.0.52.0.26_3.png,LegendDirSun.png,-41.8.52.0.52.0.26_2.png,LegendSolRad.png
0,0,0,26,52,52,,+18.62,+4.62,+19.55,+0.50,northarrow.png,0.52.0.52.0.26_1.png,0.52.0.52.0.26_3.png,LegendDirSun.png,0.52.0.52.0.26_2.png,LegendSolRad.png
84,84,84,39,13,13,,+13.21,+4.41,+13.21,+0.47,northarrow.png,-83.6.13.-83.6.13.-83.6.39_1.png,-83.6.13.-83.6.13.-83.6.39_3.png,LegendDirSun.png,-83.6.13.-83.6.13.-83.6.39_2.png,LegendSolRad.png
84,84,42,39,13,13,,+13.21,+4.41,+13.22,+0.47,northarrow.png,-41.8.13.-83.6.13.-83.6.39_1.png,-41.8.13.-83.6.13.-83.6.39_3.png,LegendDirSun.png,-41.8.13.-83.6.13.-83.6.39_2.png,LegendSolRad.png
84,84,0,39,13,13,,+13.21,+4.41,+13.23,+0.47,northarrow.png,0.13.-83.6.13.-83.6.39_1.png,0.13.-83.6.13.-83.6.39_3.png,LegendDirSun.png,0.13.-83.6.13.-83.6.39_2.png,LegendSolRad.png
84,84,84,39,13,26,,+12.95,+4.40,+12.58,+0.47,northarrow.png,-83.6.26.-83.6.13.-83.6.39_1.png,-83.6.26.-83.6.13.-83.6.39_3.png,LegendDirSun.png,-83.6.26.-83.6.13.-83.6.39_2.png,LegendSolRad.png
84,84,42,39,13,26,,+13.20,+4.41,+13.18,+0.47,northarrow.png,-41.8.26.-83.6.13.-83.6.39_1.png,-41.8.26.-83.6.13.-83.6.39_3.png,LegendDirSun.png,-41.8.26.-83.6.13.-83.6.39_2.png,LegendSolRad.png
84,84,0,39,13,26,,+13.21,+4.41,+13.23,+0.47,northarrow.png,0.26.-83.6.13.-83.6.39_1.png,0.26.-83.6.13.-83.6.39_3.png,LegendDirSun.png,0.26.-83.6.13.-83.6.39_2.png,LegendSolRad.png
84,84,84,39,13,39,,+10.58,+4.31,+8.08,+0.45,northarrow.png,-83.6.39.-83.6.13.-83.6.39_1.png,-83.6.39.-83.6.13.-83.6.39_3.png,LegendDirSun.png,-83.6.39.-83.6.13.-83.6.39_2.png,LegendSolRad.png
84,84,42,39,13,39,,+13.08,+4.40,+12.80,+0.47,northarrow.png,-41.8.39.-83.6.13.-83.6.39_1.png,-41.8.39.-83.6.13.-83.6.39_3.png,LegendDirSun.png,-41.8.39.-83.6.13.-83.6.39_2.png,LegendSolRad.png
84,84,0,39,13,39,,+13.21,+4.41,+13.23,+0.47,northarrow.png,0.39.-83.6.13.-83.6.39_1.png,0.39.-83.6.13.-83.6.39_3.png,LegendDirSun.png,0.39.-83.6.13.-83.6.39_2.png,LegendSolRad.png
84,84,84,39,13,52,,+5.90,+4.12,+0.20,+0.42,northarrow.png,-83.6.52.-83.6.13.-83.6.39_1.png,-83.6.52.-83.6.13.-83.6.39_3.png,LegendDirSun.png,-83.6.52.-83.6.13.-83.6.39_2.png,LegendSolRad.png
84,84,42,39,13,52,,+11.46,+4.34,+9.38,+0.46,northarrow.png,-41.8.52.-83.6.13.-83.6.39_1.png,-41.8.52.-83.6.13.-83.6.39_3.png,LegendDirSun.png,-41.8.52.-83.6.13.-83.6.39_2.png,LegendSolRad.png
84,84,0,39,13,52,,+13.21,+4.41,+13.23,+0.47,northarrow.png,0.52.-83.6.13.-83.6.39_1.png,0.52.-83.6.13.-83.6.39_3.png,LegendDirSun.png,0.52.-83.6.13.-83.6.39_2.png,LegendSolRad.png
84,42,84,39,13,13,,+13.21,+4.41,+13.21,+0.47,northarrow.png,-83.6.13.-41.8.13.-83.6.39_1.png,-83.6.13.-41.8.13.-83.6.39_3.png,LegendDirSun.png,-83.6.13.-41.8.13.-83.6.39_2.png,LegendSolRad.png
84,42,42,39,13,13,,+13.21,+4.41,+13.22,+0.47,northarrow.png,-41.8.13.-41.8.13.-83.6.39_1.png,-41.8.13.-41.8.13.-83.6.39_3.png,LegendDirSun.png,-41.8.13.-41.8.13.-83.6.39_2.png,LegendSolRad.png
84,42,0,39,13,13,,+13.21,+4.41,+13.23,+0.47,northarrow.png,0.13.-41.8.13.-83.6.39_1.png,0.13.-41.8.13.-83.6.39_3.png,LegendDirSun.png,0.13.-41.8.13.-83.6.39_2.png,LegendSolRad.png
84,42,84,39,13,26,,+12.95,+4.40,+12.58,+0.47,northarrow.png,-83.6.26.-41.8.13.-83.6.39_1.png,-83.6.26.-41.8.13.-83.6.39_3.png,LegendDirSun.png,-83.6.26.-41.8.13.-83.6.39_2.png,LegendSolRad.png
84,42,42,39,13,26,,+13.20,+4.41,+13.18,+0.47,northarrow.png,-41.8.26.-41.8.13.-83.6.39_1.png,-41.8.26.-41.8.13.-83.6.39_3.png,LegendDirSun.png,-41.8.26.-41.8.13.-83.6.39_2.png,LegendSolRad.png
84,42,0,39,13,26,,+13.21,+4.41,+13.23,+0.47,northarrow.png,0.26.-41.8.13.-83.6.39_1.png,0.26.-41.8.13.-83.6.39_3.png,LegendDirSun.png,0.26.-41.8.13.-83.6.39_2.png,LegendSolRad.png
84,42,84,39,13,39,,+10.58,+4.31,+8.08,+0.45,northarrow.png,-83.6.39.-41.8.13.-83.6.39_1.png,-83.6.39.-41.8.13.-83.6.39_3.png,LegendDirSun.png,-83.6.39.-41.8.13.-83.6.39_2.png,LegendSolRad.png
84,42,42,39,13,39,,+13.08,+4.40,+12.80,+0.47,northarrow.png,-41.8.39.-41.8.13.-83.6.39_1.png,-41.8.39.-41.8.13.-83.6.39_3.png,LegendDirSun.png,-41.8.39.-41.8.13.-83.6.39_2.png,LegendSolRad.png
84,42,0,39,13,39,,+13.21,+4.41,+13.23,+0.47,northarrow.png,0.39.-41.8.13.-83.6.39_1.png,0.39.-41.8.13.-83.6.39_3.png,LegendDirSun.png,0.39.-41.8.13.-83.6.39_2.png,LegendSolRad.png
84,42,84,39,13,52,,+5.90,+4.12,+0.20,+0.42,northarrow.png,-83.6.52.-41.8.13.-83.6.39_1.png,-83.6.52.-41.8.13.-83.6.39_3.png,LegendDirSun.png,-83.6.52.-41.8.13.-83.6.39_2.png,LegendSolRad.png
84,42,42,39,13,52,,+11.46,+4.34,+9.38,+0.46,northarrow.png,-41.8.52.-41.8.13.-83.6.39_1.png,-41.8.52.-41.8.13.-83.6.39_3.png,LegendDirSun.png,-41.8.52.-41.8.13.-83.6.39_2.png,LegendSolRad.png
84,42,0,39,13,52,,+13.21,+4.41,+13.23,+0.47,northarrow.png,0.52.-41.8.13.-83.6.39_1.png,0.52.-41.8.13.-83.6.39_3.png,LegendDirSun.png,0.52.-41.8.13.-83.6.39_2.png,LegendSolRad.png
84,0,84,39,13,13,,+13.21,+4.41,+13.21,+0.47,northarrow.png,-83.6.13.0.13.-83.6.39_1.png,-83.6.13.0.13.-83.6.39_3.png,LegendDirSun.png,-83.6.13.0.13.-83.6.39_2.png,LegendSolRad.png
84,0,42,39,13,13,,+13.21,+4.41,+13.22,+0.47,northarrow.png,-41.8.13.0.13.-83.6.39_1.png,-41.8.13.0.13.-83.6.39_3.png,LegendDirSun.png,-41.8.13.0.13.-83.6.39_2.png,LegendSolRad.png
84,0,0,39,13,13,,+13.21,+4.41,+13.23,+0.47,northarrow.png,0.13.0.13.-83.6.39_1.png,0.13.0.13.-83.6.39_3.png,LegendDirSun.png,0.13.0.13.-83.6.39_2.png,LegendSolRad.png
84,0,84,39,13,26,,+12.95,+4.40,+12.58,+0.47,northarrow.png,-83.6.26.0.13.-83.6.39_1.png,-83.6.26.0.13.-83.6.39_3.png,LegendDirSun.png,-83.6.26.0.13.-83.6.39_2.png,LegendSolRad.png
84,0,42,39,13,26,,+13.20,+4.41,+13.18,+0.47,northarrow.png,-41.8.26.0.13.-83.6.39_1.png,-41.8.26.0.13.-83.6.39_3.png,LegendDirSun.png,-41.8.26.0.13.-83.6.39_2.png,LegendSolRad.png
84,0,0,39,13,26,,+13.21,+4.41,+13.23,+0.47,northarrow.png,0.26.0.13.-83.6.39_1.png,0.26.0.13.-83.6.39_3.png,LegendDirSun.png,0.26.0.13.-83.6.39_2.png,LegendSolRad.png
84,0,84,39,13,39,,+10.58,+4.31,+8.08,+0.45,northarrow.png,-83.6.39.0.13.-83.6.39_1.png,-83.6.39.0.13.-83.6.39_3.png,LegendDirSun.png,-83.6.39.0.13.-83.6.39_2.png,LegendSolRad.png
84,0,42,39,13,39,,+13.08,+4.40,+12.80,+0.47,northarrow.png,-41.8.39.0.13.-83.6.39_1.png,-41.8.39.0.13.-83.6.39_3.png,LegendDirSun.png,-41.8.39.0.13.-83.6.39_2.png,LegendSolRad.png
84,0,0,39,13,39,,+13.21,+4.41,+13.23,+0.47,northarrow.png,0.39.0.13.-83.6.39_1.png,0.39.0.13.-83.6.39_3.png,LegendDirSun.png,0.39.0.13.-83.6.39_2.png,LegendSolRad.png
84,0,84,39,13,52,,+5.90,+4.12,+0.20,+0.42,northarrow.png,-83.6.52.0.13.-83.6.39_1.png,-83.6.52.0.13.-83.6.39_3.png,LegendDirSun.png,-83.6.52.0.13.-83.6.39_2.png,LegendSolRad.png
84,0,42,39,13,52,,+11.46,+4.34,+9.38,+0.46,northarrow.png,-41.8.52.0.13.-83.6.39_1.png,-41.8.52.0.13.-83.6.39_3.png,LegendDirSun.png,-41.8.52.0.13.-83.6.39_2.png,LegendSolRad.png
84,0,0,39,13,52,,+13.21,+4.41,+13.23,+0.47,northarrow.png,0.52.0.13.-83.6.39_1.png,0.52.0.13.-83.6.39_3.png,LegendDirSun.png,0.52.0.13.-83.6.39_2.png,LegendSolRad.png
84,84,84,39,26,13,,+12.94,+4.40,+12.54,+0.47,northarrow.png,-83.6.13.-83.6.26.-83.6.39_1.png,-83.6.13.-83.6.26.-83.6.39_3.png,LegendDirSun.png,-83.6.13.-83.6.26.-83.6.39_2.png,LegendSolRad.png
84,84,42,39,26,13,,+12.94,+4.40,+12.56,+0.47,northarrow.png,-41.8.13.-83.6.26.-83.6.39_1.png,-41.8.13.-83.6.26.-83.6.39_3.png,LegendDirSun.png,-41.8.13.-83.6.26.-83.6.39_2.png,LegendSolRad.png
84,84,0,39,26,13,,+12.94,+4.40,+12.56,+0.47,northarrow.png,0.13.-83.6.26.-83.6.39_1.png,0.13.-83.6.26.-83.6.39_3.png,LegendDirSun.png,0.13.-83.6.26.-83.6.39_2.png,LegendSolRad.png
84,84,84,39,26,26,,+12.69,+4.39,+11.99,+0.47,northarrow.png,-83.6.26.-83.6.26.-83.6.39_1.png,-83.6.26.-83.6.26.-83.6.39_3.png,LegendDirSun.png,-83.6.26.-83.6.26.-83.6.39_2.png,LegendSolRad.png
84,84,42,39,26,26,,+12.94,+4.40,+12.53,+0.47,northarrow.png,-41.8.26.-83.6.26.-83.6.39_1.png,-41.8.26.-83.6.26.-83.6.39_3.png,LegendDirSun.png,-41.8.26.-83.6.26.-83.6.39_2.png,LegendSolRad.png
84,84,0,39,26,26,,+12.94,+4.40,+12.56,+0.47,northarrow.png,0.26.-83.6.26.-83.6.39_1.png,0.26.-83.6.26.-83.6.39_3.png,LegendDirSun.png,0.26.-83.6.26.-83.6.39_2.png,LegendSolRad.png
84,84,84,39,26,39,,+10.34,+4.30,+7.62,+0.45,northarrow.png,-83.6.39.-83.6.26.-83.6.39_1.png,-83.6.39.-83.6.26.-83.6.39_3.png,LegendDirSun.png,-83.6.39.-83.6.26.-83.6.39_2.png,LegendSolRad.png
84,84,42,39,26,39,,+12.82,+4.39,+12.22,+0.47,northarrow.png,-41.8.39.-83.6.26.-83.6.39_1.png,-41.8.39.-83.6.26.-83.6.39_3.png,LegendDirSun.png,-41.8.39.-83.6.26.-83.6.39_2.png,LegendSolRad.png
84,84,0,39,26,39,,+12.94,+4.40,+12.56,+0.47,northarrow.png,0.39.-83.6.26.-83.6.39_1.png,0.39.-83.6.26.-83.6.39_3.png,LegendDirSun.png,0.39.-83.6.26.-83.6.39_2.png,LegendSolRad.png
84,84,84,39,26,52,,+5.68,+4.12,-0.16,+0.42,northarrow.png,-83.6.52.-83.6.26.-83.6.39_1.png,-83.6.52.-83.6.26.-83.6.39_3.png,LegendDirSun.png,-83.6.52.-83.6.26.-83.6.39_2.png,LegendSolRad.png
84,84,42,39,26,52,,+11.23,+4.33,+9.00,+0.46,northarrow.png,-41.8.52.-83.6.26.-83.6.39_1.png,-41.8.52.-83.6.26.-83.6.39_3.png,LegendDirSun.png,-41.8.52.-83.6.26.-83.6.39_2.png,LegendSolRad.png
84,84,0,39,26,52,,+12.94,+4.40,+12.56,+0.47,northarrow.png,0.52.-83.6.26.-83.6.39_1.png,0.52.-83.6.26.-83.6.39_3.png,LegendDirSun.png,0.52.-83.6.26.-83.6.39_2.png,LegendSolRad.png
84,42,84,39,26,13,,+13.21,+4.41,+13.21,+0.47,northarrow.png,-83.6.13.-41.8.26.-83.6.39_1.png,-83.6.13.-41.8.26.-83.6.39_3.png,LegendDirSun.png,-83.6.13.-41.8.26.-83.6.39_2.png,LegendSolRad.png
84,42,42,39,26,13,,+13.21,+4.41,+13.22,+0.47,northarrow.png,-41.8.13.-41.8.26.-83.6.39_1.png,-41.8.13.-41.8.26.-83.6.39_3.png,LegendDirSun.png,-41.8.13.-41.8.26.-83.6.39_2.png,LegendSolRad.png
84,42,0,39,26,13,,+13.21,+4.41,+13.23,+0.47,northarrow.png,0.13.-41.8.26.-83.6.39_1.png,0.13.-41.8.26.-83.6.39_3.png,LegendDirSun.png,0.13.-41.8.26.-83.6.39_2.png,LegendSolRad.png
84,42,84,39,26,26,,+12.95,+4.40,+12.58,+0.47,northarrow.png,-83.6.26.-41.8.26.-83.6.39_1.png,-83.6.26.-41.8.26.-83.6.39_3.png,LegendDirSun.png,-83.6.26.-41.8.26.-83.6.39_2.png,LegendSolRad.png
84,42,42,39,26,26,,+13.20,+4.41,+13.18,+0.47,northarrow.png,-41.8.26.-41.8.26.-83.6.39_1.png,-41.8.26.-41.8.26.-83.6.39_3.png,LegendDirSun.png,-41.8.26.-41.8.26.-83.6.39_2.png,LegendSolRad.png
84,42,0,39,26,26,,+13.21,+4.41,+13.23,+0.47,northarrow.png,0.26.-41.8.26.-83.6.39_1.png,0.26.-41.8.26.-83.6.39_3.png,LegendDirSun.png,0.26.-41.8.26.-83.6.39_2.png,LegendSolRad.png
84,42,84,39,26,39,,+10.58,+4.31,+8.08,+0.45,northarrow.png,-83.6.39.-41.8.26.-83.6.39_1.png,-83.6.39.-41.8.26.-83.6.39_3.png,LegendDirSun.png,-83.6.39.-41.8.26.-83.6.39_2.png,LegendSolRad.png
84,42,42,39,26,39,,+13.08,+4.40,+12.80,+0.47,northarrow.png,-41.8.39.-41.8.26.-83.6.39_1.png,-41.8.39.-41.8.26.-83.6.39_3.png,LegendDirSun.png,-41.8.39.-41.8.26.-83.6.39_2.png,LegendSolRad.png
84,42,0,39,26,39,,+13.21,+4.41,+13.23,+0.47,northarrow.png,0.39.-41.8.26.-83.6.39_1.png,0.39.-41.8.26.-83.6.39_3.png,LegendDirSun.png,0.39.-41.8.26.-83.6.39_2.png,LegendSolRad.png
84,42,84,39,26,52,,+5.90,+4.12,+0.20,+0.42,northarrow.png,-83.6.52.-41.8.26.-83.6.39_1.png,-83.6.52.-41.8.26.-83.6.39_3.png,LegendDirSun.png,-83.6.52.-41.8.26.-83.6.39_2.png,LegendSolRad.png
84,42,42,39,26,52,,+11.46,+4.34,+9.38,+0.46,northarrow.png,-41.8.52.-41.8.26.-83.6.39_1.png,-41.8.52.-41.8.26.-83.6.39_3.png,LegendDirSun.png,-41.8.52.-41.8.26.-83.6.39_2.png,LegendSolRad.png
84,42,0,39,26,52,,+13.21,+4.41,+13.23,+0.47,northarrow.png,0.52.-41.8.26.-83.6.39_1.png,0.52.-41.8.26.-83.6.39_3.png,LegendDirSun.png,0.52.-41.8.26.-83.6.39_2.png,LegendSolRad.png
84,0,84,39,26,13,,+13.21,+4.41,+13.21,+0.47,northarrow.png,-83.6.13.0.26.-83.6.39_1.png,-83.6.13.0.26.-83.6.39_3.png,LegendDirSun.png,-83.6.13.0.26.-83.6.39_2.png,LegendSolRad.png
84,0,42,39,26,13,,+13.21,+4.41,+13.22,+0.47,northarrow.png,-41.8.13.0.26.-83.6.39_1.png,-41.8.13.0.26.-83.6.39_3.png,LegendDirSun.png,-41.8.13.0.26.-83.6.39_2.png,LegendSolRad.png
84,0,0,39,26,13,,+13.21,+4.41,+13.23,+0.47,northarrow.png,0.13.0.26.-83.6.39_1.png,0.13.0.26.-83.6.39_3.png,LegendDirSun.png,0.13.0.26.-83.6.39_2.png,LegendSolRad.png
84,0,84,39,26,26,,+12.95,+4.40,+12.58,+0.47,northarrow.png,-83.6.26.0.26.-83.6.39_1.png,-83.6.26.0.26.-83.6.39_3.png,LegendDirSun.png,-83.6.26.0.26.-83.6.39_2.png,LegendSolRad.png
84,0,42,39,26,26,,+13.20,+4.41,+13.18,+0.47,northarrow.png,-41.8.26.0.26.-83.6.39_1.png,-41.8.26.0.26.-83.6.39_3.png,LegendDirSun.png,-41.8.26.0.26.-83.6.39_2.png,LegendSolRad.png
84,0,0,39,26,26,,+13.21,+4.41,+13.23,+0.47,northarrow.png,0.26.0.26.-83.6.39_1.png,0.26.0.26.-83.6.39_3.png,LegendDirSun.png,0.26.0.26.-83.6.39_2.png,LegendSolRad.png
